concept id	name	element file id
FMA50722	region of vascular tree organ	FJ1996
FMA22470	muscle of thigh	FJ1403
FMA55673	organ with cavitated organ parts	FJ3152
FMA22693	branch of brachial artery	FJ2261
FMA22331	left gluteus medius	FJ1419M
FMA67135	anatomical structure	FJ1846
FMA67135	anatomical structure	FJ3534
FMA7476	flat bone	FJ3378
FMA67165	material anatomical entity	FJ3277
FMA61775	physical anatomical entity	FJ2341
FMA7477	irregular bone	FJ3265
FMA62955	anatomical entity	FJ3228
FMA55673	organ with cavitated organ parts	FJ3286
FMA86140	organ segment	FJ2973
FMA67165	material anatomical entity	FJ3199
FMA82472	cardinal organ part	FJ3290
FMA61775	physical anatomical entity	FJ2552
FMA55671	cavitated organ	FJ3395
FMA55673	organ with cavitated organ parts	FJ3331
FMA61775	physical anatomical entity	FJ3395
FMA67498	organ	FJ3158
FMA9915	cervical vertebra	FJ3176
FMA65046	intrinsic muscle of plantar part of foot	FJ1413
FMA20684	trunk of branch of external iliac artery	FJ2064
FMA7574	rib	FJ3232
FMA62955	anatomical entity	FJ3223
FMA67165	material anatomical entity	FJ3331
FMA61775	physical anatomical entity	FJ1447M
FMA5018	bone organ	FJ3287
FMA55671	cavitated organ	FJ3286
FMA52739	left temporal bone	FJ3281
FMA82472	cardinal organ part	FJ1442
FMA62955	anatomical entity	FJ1716
FMA67619	organ region	FJ3639
FMA67135	anatomical structure	FJ1459
FMA65004	superficial muscle of posterior compartment of leg	FJ1437M
FMA67498	organ	FJ3274
FMA55268	organ zone	FJ1480M
FMA5018	bone organ	FJ3160
FMA7574	rib	FJ3228
FMA37693	medial head of triceps brachii	FJ1480
FMA5018	bone organ	FJ3392
FMA83153	organ component of neuraxis	FJ1808
FMA32557	descending part of trapezius	FJ1521
FMA86140	organ segment	FJ3561
FMA50436	superior terminal branch of middle cerebral artery	FJ1685
FMA22429	zone of quadriceps femoris	FJ1442M
FMA5018	bone organ	FJ3330
FMA5018	bone organ	FJ3260
FMA55652	anatomical set	FJ1511M
FMA55671	cavitated organ	FJ3348
FMA50589	zone of posterior cerebral artery	FJ1723M
FMA61775	physical anatomical entity	FJ3229
FMA67135	anatomical structure	FJ1439M
FMA67135	anatomical structure	FJ3168
FMA68237	superior segmental bronchial tree	FJ2501
FMA7474	long bone	FJ3262
FMA61775	physical anatomical entity	FJ3157
FMA61775	physical anatomical entity	FJ3170
FMA67135	anatomical structure	FJ1441M
FMA55670	solid organ	FJ3212
FMA62955	anatomical entity	FJ1706
FMA61775	physical anatomical entity	FJ2182
FMA67498	organ	FJ3384
FMA67498	organ	FJ3235
FMA62955	anatomical entity	FJ1394
FMA67165	material anatomical entity	FJ3289
FMA37368	muscle of free lower limb	FJ1436
FMA67135	anatomical structure	FJ3165
FMA50723	vein	FJ2935
FMA67135	anatomical structure	FJ3175
FMA61775	physical anatomical entity	FJ3152
FMA66464	systemic artery	FJ1726M
FMA12224	segment of tracheobronchial tree	FJ2526
FMA79980	sternocostal part of left pectoralis major	FJ1464M
FMA34676	zone of deltoid	FJ1513M
FMA55268	organ zone	FJ1521
FMA9139	thoracic vertebra	FJ3155
FMA67135	anatomical structure	FJ2589
FMA67165	material anatomical entity	FJ1521
FMA61775	physical anatomical entity	FJ3237
FMA67396	articular disk of symphysis	FJ3221
FMA10455	intervertebral disk of thoracic vertebra	FJ3205
FMA24474	right femur	FJ3365
FMA61775	physical anatomical entity	FJ3165
FMA49443	anatomical cluster	FJ1342
FMA55268	organ zone	FJ1395M
FMA86140	organ segment	FJ2445
FMA67498	organ	FJ3309
FMA62955	anatomical entity	FJ3282
FMA7476	flat bone	FJ3384
FMA67165	material anatomical entity	FJ3332
FMA82472	cardinal organ part	FJ1446M
FMA61775	physical anatomical entity	FJ1446
FMA55665	nonparenchymatous organ	FJ1403M
FMA49443	anatomical cluster	FJ1734
FMA55107	cartilage organ	FJ3220
FMA7477	irregular bone	FJ3165
FMA67498	organ	FJ3366
FMA62955	anatomical entity	FJ2081
FMA7594	false rib	FJ3226
FMA50722	region of vascular tree organ	FJ2361
FMA85453	head of muscle organ	FJ1512M
FMA61775	physical anatomical entity	FJ3216
FMA33583	ascending part of left trapezius	FJ1520M
FMA37348	muscle of free upper limb	FJ1491M
FMA7474	long bone	FJ3235
FMA9945	sixth thoracic vertebra	FJ3171
FMA52738	right temporal bone	FJ3386
FMA5018	bone organ	FJ3368
FMA61775	physical anatomical entity	FJ3206
FMA7475	short bone	FJ3275
FMA82472	cardinal organ part	FJ3031
FMA67498	organ	FJ3336
FMA67165	material anatomical entity	FJ1468M
FMA50722	region of vascular tree organ	FJ3476
FMA67619	organ region	FJ1512
FMA67165	material anatomical entity	FJ1487M
FMA22952	left ulnar vein	FJ2260
FMA55107	cartilage organ	FJ3204
FMA67135	anatomical structure	FJ1513
FMA67165	material anatomical entity	FJ3202
FMA55670	solid organ	FJ1579
FMA66464	systemic artery	FJ1664M
FMA67498	organ	FJ3236
FMA67165	material anatomical entity	FJ1542M
FMA16983	distal part of jejunum	FJ2615
FMA55670	solid organ	FJ1439M
FMA61775	physical anatomical entity	FJ2791
FMA55268	organ zone	FJ3290
FMA82472	cardinal organ part	FJ1396
FMA37692	long head of triceps brachii	FJ1479
FMA62955	anatomical entity	FJ1480
FMA55670	solid organ	FJ1437
FMA55673	organ with cavitated organ parts	FJ3167
FMA9622	muscle of lower limb	FJ1418
FMA67165	material anatomical entity	FJ3394
FMA67165	material anatomical entity	FJ3287
FMA55671	cavitated organ	FJ3265
FMA62955	anatomical entity	FJ3209
FMA7594	false rib	FJ3330
FMA62955	anatomical entity	FJ3368
FMA55673	organ with cavitated organ parts	FJ3163
FMA55665	nonparenchymatous organ	FJ3216
FMA9411	segmental pulmonary vein	FJ2965
FMA67619	organ region	FJ3545
FMA7749	fourth rib	FJ3231
FMA37348	muscle of free upper limb	FJ1505
FMA61775	physical anatomical entity	FJ2456
FMA67165	material anatomical entity	FJ3220
FMA67135	anatomical structure	FJ1468M
FMA50722	region of vascular tree organ	FJ1924
FMA67619	organ region	FJ3493
FMA82472	cardinal organ part	FJ2660
FMA8147	sixth rib	FJ3344
FMA67619	organ region	FJ2199
FMA67619	organ region	FJ1512M
FMA55107	cartilage organ	FJ3208
FMA50365	sphenoid part of middle cerebral artery	FJ1692M
FMA62955	anatomical entity	FJ3237
FMA9139	thoracic vertebra	FJ3154
FMA46290	suprahyoid muscle	FJ1556
FMA86140	organ segment	FJ2061
FMA61775	physical anatomical entity	FJ3236
FMA67498	organ	FJ3260
FMA5018	bone organ	FJ3228
FMA67619	organ region	FJ1347
FMA13394	scapula	FJ3384
FMA55268	organ zone	FJ1521M
FMA67135	anatomical structure	FJ3215
FMA67396	articular disk of symphysis	FJ3220
FMA49893	coronary artery	FJ2714
FMA61775	physical anatomical entity	FJ3205
FMA12215	zone of sternum	FJ3290
FMA9621	muscle of upper limb	FJ1482
FMA67498	organ	FJ1418M
FMA62955	anatomical entity	FJ2325
FMA82472	cardinal organ part	FJ1313
FMA67165	material anatomical entity	FJ1443M
FMA62955	anatomical entity	FJ3290
FMA61775	physical anatomical entity	FJ3250
FMA82472	cardinal organ part	FJ2304
FMA70504	subdivision of common carotid artery	FJ1690
FMA67619	organ region	FJ1520M
FMA67135	anatomical structure	FJ2436
FMA10474	zone of muscle organ	FJ1467
FMA61775	physical anatomical entity	FJ1677M
FMA70345	subdivision of subclavian artery	FJ1728M
FMA55670	solid organ	FJ3213
FMA67165	material anatomical entity	FJ1403M
FMA67498	organ	FJ3272
