concept id	name	element file id
FMA9622	muscle of lower limb	FJ1390M
FMA67165	material anatomical entity	FJ1403
FMA67619	organ region	FJ1479M
FMA67498	organ	FJ3347
FMA37368	muscle of free lower limb	FJ1403M
FMA23468	left ulna	FJ3286
FMA86187	segment of arterial tree organ	FJ1709M
FMA67498	organ	FJ3216
FMA45729	head of organ	FJ1394
FMA67165	material anatomical entity	FJ2471
FMA49893	coronary artery	FJ2642
FMA55670	solid organ	FJ1436M
FMA67135	anatomical structure	FJ3274
FMA61775	physical anatomical entity	FJ1479
FMA61775	physical anatomical entity	FJ3559
FMA7474	long bone	FJ3198
FMA55077	pharyngeal raphe	FJ2749
FMA82472	cardinal organ part	FJ1554
FMA62955	anatomical entity	FJ3349
FMA61775	physical anatomical entity	FJ2714
FMA50518	posterior inferior cerebellar artery	FJ1710M
FMA67135	anatomical structure	FJ1748
FMA4083	left superior epigastric artery	FJ1971
FMA67165	material anatomical entity	FJ3157
FMA50722	region of vascular tree organ	FJ2883
FMA62955	anatomical entity	FJ2443
FMA62955	anatomical entity	FJ3171
FMA61775	physical anatomical entity	FJ3372
FMA82472	cardinal organ part	FJ1520
FMA62955	anatomical entity	FJ1853
FMA44340	right superficial epigastric vein	FJ2178
FMA53646	left lacrimal bone	FJ3265
FMA10455	intervertebral disk of thoracic vertebra	FJ3204
FMA7477	irregular bone	FJ3379
FMA55268	organ zone	FJ1394
FMA61775	physical anatomical entity	FJ3162
FMA50578	lateral branch of right superior cerebellar artery	FJ1683
FMA55107	cartilage organ	FJ3203
FMA22314	gluteus maximus	FJ1418
FMA67165	material anatomical entity	FJ3172
FMA67619	organ region	FJ1394
FMA67165	material anatomical entity	FJ3160
FMA86375	ligament organ component	FJ2787
FMA66464	systemic artery	FJ3467
FMA50723	vein	FJ2729
FMA67165	material anatomical entity	FJ1521M
FMA82472	cardinal organ part	FJ1433
FMA55673	organ with cavitated organ parts	FJ3349
FMA62955	anatomical entity	FJ3055
FMA55671	cavitated organ	FJ3274
FMA77883	subdivision of brachiocephalic vein	FJ1996
FMA7882	right second rib	FJ3336
FMA67619	organ region	FJ1721M
FMA37347	muscle of pectoral girdle	FJ1504M
FMA55671	cavitated organ	FJ3349
FMA24456	middle phalanx of right middle finger	FJ3306
FMA67498	organ	FJ1493
FMA62955	anatomical entity	FJ1659M
FMA65020	intrinsic muscle of foot	FJ1390
FMA67135	anatomical structure	FJ1520
FMA67498	organ	FJ3161
FMA13303	humerus	FJ3262
FMA67135	anatomical structure	FJ2339
FMA61775	physical anatomical entity	FJ3349
FMA24477	right tibia	FJ3387
FMA82472	cardinal organ part	FJ3603
FMA62955	anatomical entity	FJ3332
FMA8663	right posterior segmental vein	FJ3026
FMA83143	cell part cluster of neuraxis	FJ1816M
FMA23901	third metacarpal bone	FJ3246
FMA61775	physical anatomical entity	FJ3493
FMA13337	left external oblique	FJ1452M
FMA61775	physical anatomical entity	FJ1792
FMA45881	head of biceps femoris	FJ1444M
FMA50722	region of vascular tree organ	FJ3500
FMA62955	anatomical entity	FJ3340
FMA67619	organ region	FJ1480
FMA5022	muscle organ	FJ2742
FMA50875	right optic nerve	FJ1364
FMA50722	region of vascular tree organ	FJ3608
FMA45729	head of organ	FJ1447M
FMA67396	articular disk of symphysis	FJ3202
FMA55815	lower second secondary molar tooth	FJ1270
FMA22909	right basilic vein	FJ2270
FMA52737	temporal bone	FJ3281
FMA74866	zone of diencephalon	FJ1743
FMA50720	artery	FJ2221
FMA55670	solid organ	FJ1418M
FMA67165	material anatomical entity	FJ3218
FMA7477	irregular bone	FJ3157
FMA70494	segmental renal artery	FJ2054
FMA16033	intervertebral disk of first lumbar vertebra	FJ3212
FMA67135	anatomical structure	FJ3216
FMA55665	nonparenchymatous organ	FJ3204
FMA67165	material anatomical entity	FJ1387M
FMA55268	organ zone	FJ1441M
FMA5022	muscle organ	FJ1403M
FMA70523	subdivision of cerebral part of internal carotid artery	FJ1713M
FMA67165	material anatomical entity	FJ3278
FMA7478	pneumatized bone	FJ3269
FMA15387	tributary of splenic vein	FJ3429
FMA67165	material anatomical entity	FJ1418
FMA9914	vertebra	FJ3168
FMA5018	bone organ	FJ3169
FMA50723	vein	FJ2108
FMA45959	lateral head of gastrocnemius	FJ1394
FMA34676	zone of deltoid	FJ1468M
FMA55665	nonparenchymatous organ	FJ1452
FMA22432	vastus medialis	FJ1443M
FMA7477	irregular bone	FJ3164
FMA67498	organ	FJ3344
FMA67135	anatomical structure	FJ3273
FMA67619	organ region	FJ1464
FMA50722	region of vascular tree organ	FJ3004
FMA5018	bone organ	FJ3272
FMA61775	physical anatomical entity	FJ1676
FMA16980	zone of jejunum	FJ2614
FMA55671	cavitated organ	FJ3199
FMA14092	zone of small intestine	FJ2591
FMA55268	organ zone	FJ1477M
FMA11195	segment of neural tree organ	FJ1290
FMA61775	physical anatomical entity	FJ1540M
FMA67135	anatomical structure	FJ1601
FMA55671	cavitated organ	FJ3159
FMA8418	tenth rib	FJ3330
FMA52893	left zygomatic bone	FJ3287
FMA61775	physical anatomical entity	FJ3175
FMA82472	cardinal organ part	FJ1394M
FMA52607	branch of trigeminal nerve	FJ1318
FMA55670	solid organ	FJ1323
FMA67165	material anatomical entity	FJ2282
FMA67135	anatomical structure	FJ2440
FMA13900	intervertebral disk of seventh cervical vertebra	FJ3221
FMA62955	anatomical entity	FJ3137
FMA86140	organ segment	FJ2214
FMA50720	artery	FJ3075
FMA8120	eighth rib	FJ3347
FMA67498	organ	FJ3202
FMA50720	artery	FJ1726
FMA13303	humerus	FJ3368
FMA66643	pulmonary vein	FJ3048
FMA67135	anatomical structure	FJ3177
FMA62955	anatomical entity	FJ3060
FMA7474	long bone	FJ3334
FMA55673	organ with cavitated organ parts	FJ3395
FMA62955	anatomical entity	FJ1443
FMA55673	organ with cavitated organ parts	FJ3227
FMA67135	anatomical structure	FJ1394M
FMA62955	anatomical entity	FJ2665
FMA82472	cardinal organ part	FJ1671M
FMA82472	cardinal organ part	FJ1738
FMA61775	physical anatomical entity	FJ3178
FMA67498	organ	FJ3378
FMA67165	material anatomical entity	FJ3231
FMA67165	material anatomical entity	FJ3297
FMA7477	irregular bone	FJ3394
FMA37682	short head of biceps brachii	FJ1512M
FMA9139	thoracic vertebra	FJ3169
FMA55671	cavitated organ	FJ3273
FMA62955	anatomical entity	FJ1346
FMA9914	vertebra	FJ3165
FMA5018	bone organ	FJ3167
FMA67165	material anatomical entity	FJ1717
FMA67619	organ region	FJ2171
FMA7476	flat bone	FJ3309
FMA82472	cardinal organ part	FJ1443
FMA67396	articular disk of symphysis	FJ3203
FMA62955	anatomical entity	FJ1655
FMA5018	bone organ	FJ3365
FMA61775	physical anatomical entity	FJ1447
FMA10446	intervertebral disk	FJ3217
FMA7474	long bone	FJ3342
FMA62955	anatomical entity	FJ1806
FMA38934	right vastus intermedius	FJ1441
FMA55671	cavitated organ	FJ3281
FMA55673	organ with cavitated organ parts	FJ3277
FMA22594	muscle of vertebral column	FJ1522
FMA61775	physical anatomical entity	FJ3595
FMA55673	organ with cavitated organ parts	FJ3156
FMA67619	organ region	FJ2567
FMA61775	physical anatomical entity	FJ3207
FMA67619	organ region	FJ2683
FMA67498	organ	FJ3227
FMA9914	vertebra	FJ3164
FMA69805	subdivision of internal pudendal artery	FJ3497
FMA61775	physical anatomical entity	FJ3136
FMA37347	muscle of pectoral girdle	FJ1459M
FMA61775	physical anatomical entity	FJ1264
FMA15396	tributary of superior mesenteric vein	FJ3591
FMA61775	physical anatomical entity	FJ1565
FMA5022	muscle organ	FJ1418
FMA61775	physical anatomical entity	FJ2471
FMA55671	cavitated organ	FJ3378
FMA49443	anatomical cluster	FJ2300
FMA67619	organ region	FJ3428
FMA37368	muscle of free lower limb	FJ1439M
FMA5018	bone organ	FJ3155
FMA7574	rib	FJ3230
FMA62955	anatomical entity	FJ3212
FMA67498	organ	FJ1435M
FMA67165	material anatomical entity	FJ1467M
FMA9968	seventh thoracic vertebra	FJ3173
FMA68211	right apical segmental bronchial tree	FJ2524
FMA52736	sphenoid bone	FJ3394
FMA24480	right fibula	FJ3366
FMA61775	physical anatomical entity	FJ2615
FMA61775	physical anatomical entity	FJ1520
FMA78048	subdivision of superior vena caval tree	FJ2290
FMA55671	cavitated organ	FJ3160
FMA13501	intervertebral disk of fourth thoracic vertebra	FJ3203
FMA62955	anatomical entity	FJ1395M
FMA67165	material anatomical entity	FJ2622
FMA9914	vertebra	FJ3163
FMA5018	bone organ	FJ3154
FMA22429	zone of quadriceps femoris	FJ1441M
FMA65020	intrinsic muscle of foot	FJ1389
FMA67498	organ	FJ3172
FMA61775	physical anatomical entity	FJ1479M
FMA7638	third rib	FJ3230
FMA67135	anatomical structure	FJ1418M
FMA32515	postvertebral muscle	FJ1547
FMA67135	anatomical structure	FJ2665
FMA10446	intervertebral disk	FJ3218
FMA9620	muscle of abdomen	FJ1452
FMA67135	anatomical structure	FJ1395M
FMA67619	organ region	FJ2979
FMA50722	region of vascular tree organ	FJ2125
FMA67135	anatomical structure	FJ3149
FMA9411	segmental pulmonary vein	FJ3059
FMA67165	material anatomical entity	FJ1468
FMA7476	flat bone	FJ3279
FMA66464	systemic artery	FJ2653
FMA22317	gluteus minimus	FJ1420
FMA62955	anatomical entity	FJ2806
FMA67165	material anatomical entity	FJ3562
FMA67135	anatomical structure	FJ3349
FMA67165	material anatomical entity	FJ3223
FMA82472	cardinal organ part	FJ1444
FMA15629	right adrenal gland	FJ3130
FMA67165	material anatomical entity	FJ3168
FMA86188	segment of venous tree organ	FJ3648
FMA55671	cavitated organ	FJ3386
FMA67135	anatomical structure	FJ3163
FMA55673	organ with cavitated organ parts	FJ3330
FMA55673	organ with cavitated organ parts	FJ3386
FMA67619	organ region	FJ3655
FMA61775	physical anatomical entity	FJ2652
FMA61775	physical anatomical entity	FJ3375
FMA16037	intervertebral disk of fifth lumbar vertebra	FJ3217
FMA67619	organ region	FJ2455
FMA11337	zone of continuity	FJ2249
FMA62955	anatomical entity	FJ3168
FMA14309	subsegmental part of apical segmental vein	FJ3068
FMA55671	cavitated organ	FJ3167
FMA62955	anatomical entity	FJ1464M
FMA62955	anatomical entity	FJ1513M
FMA7474	long bone	FJ3232
FMA67619	organ region	FJ3572
FMA67165	material anatomical entity	FJ2299
FMA67135	anatomical structure	FJ1487M
FMA86187	segment of arterial tree organ	FJ2386
FMA5018	bone organ	FJ3168
FMA45729	head of organ	FJ1479
FMA62955	anatomical entity	FJ1397
FMA65008	deep muscle of posterior compartment of leg	FJ1414
FMA62955	anatomical entity	FJ2223
FMA10474	zone of muscle organ	FJ1464
FMA67165	material anatomical entity	FJ1520
FMA55665	nonparenchymatous organ	FJ3220
FMA55673	organ with cavitated organ parts	FJ3229
FMA67135	anatomical structure	FJ3002
FMA55671	cavitated organ	FJ3162
FMA61775	physical anatomical entity	FJ3227
FMA33587	descending part of left trapezius	FJ1521M
FMA22927	proper palmar digital vein of index finger	FJ2355
FMA55107	cartilage organ	FJ3214
FMA82472	cardinal organ part	FJ2242
FMA9914	vertebra	FJ3176
FMA7476	flat bone	FJ3288
FMA50723	vein	FJ2191
FMA5022	muscle organ	FJ1569
FMA55665	nonparenchymatous organ	FJ1540
FMA67135	anatomical structure	FJ3286
FMA22470	muscle of thigh	FJ1401M
FMA82472	cardinal organ part	FJ1464
FMA9621	muscle of upper limb	FJ1494M
FMA86187	segment of arterial tree organ	FJ1705M
FMA24486	right patella	FJ3381
FMA34699	abdominal part of pectoralis major	FJ1446M
FMA67135	anatomical structure	FJ2659
FMA37348	muscle of free upper limb	FJ1498
FMA67498	organ	FJ3173
FMA55673	organ with cavitated organ parts	FJ3282
FMA67135	anatomical structure	FJ2290
FMA55107	cartilage organ	FJ3221
FMA67165	material anatomical entity	FJ1444
FMA55670	solid organ	FJ1452M
FMA37696	medial head of left triceps brachii	FJ1480M
FMA67498	organ	FJ3156
FMA67165	material anatomical entity	FJ1399
FMA9620	muscle of abdomen	FJ1452M
FMA67135	anatomical structure	FJ3214
FMA13395	right scapula	FJ3384
FMA7477	irregular bone	FJ3158
FMA23131	left humerus	FJ3262
FMA62955	anatomical entity	FJ1433M
FMA67165	material anatomical entity	FJ3279
FMA33586	descending part of right trapezius	FJ1521
FMA67165	material anatomical entity	FJ1433M
FMA67135	anatomical structure	FJ3136
FMA82472	cardinal organ part	FJ1720
FMA82472	cardinal organ part	FJ1467
FMA13386	scalenus medius	FJ1571
FMA86187	segment of arterial tree organ	FJ2364
FMA67165	material anatomical entity	FJ2554
FMA55268	organ zone	FJ1520
FMA14767	trunk of branch of coeliac artery	FJ3432
FMA55673	organ with cavitated organ parts	FJ3279
FMA82472	cardinal organ part	FJ1468M
FMA45729	head of organ	FJ1477
FMA67165	material anatomical entity	FJ3222
FMA55665	nonparenchymatous organ	FJ2775
FMA7595	floating rib	FJ3331
FMA67135	anatomical structure	FJ2530
FMA61775	physical anatomical entity	FJ3212
FMA67135	anatomical structure	FJ3205
FMA10474	zone of muscle organ	FJ1464M
FMA5018	bone organ	FJ3229
FMA82472	cardinal organ part	FJ3254
FMA66644	systemic vein	FJ3486
FMA55673	organ with cavitated organ parts	FJ3392
FMA62955	anatomical entity	FJ3375
FMA86140	organ segment	FJ3023
FMA50723	vein	FJ3032
FMA62955	anatomical entity	FJ1837
FMA67619	organ region	FJ1433
FMA82472	cardinal organ part	FJ2504
FMA37368	muscle of free lower limb	FJ1403
FMA67135	anatomical structure	FJ3230
FMA68692	subsegmental part of medial segmental artery	FJ2987
FMA61775	physical anatomical entity	FJ3384
FMA82472	cardinal organ part	FJ1441
FMA23914	phalanx of finger	FJ3197
FMA61775	physical anatomical entity	FJ2663
FMA50436	superior terminal branch of middle cerebral artery	FJ1666M
FMA37682	short head of biceps brachii	FJ1512
FMA86140	organ segment	FJ2124
FMA67165	material anatomical entity	FJ2706
FMA67498	organ	FJ3331
FMA67396	articular disk of symphysis	FJ3224
FMA55670	solid organ	FJ1330
FMA7594	false rib	FJ3227
FMA5018	bone organ	FJ3378
FMA55670	solid organ	FJ1487M
FMA67135	anatomical structure	FJ1433M
FMA62955	anatomical entity	FJ3417
FMA10455	intervertebral disk of thoracic vertebra	FJ3224
FMA67165	material anatomical entity	FJ1433
FMA22440	pectineus	FJ1427M
FMA37694	lateral head of triceps brachii	FJ1477M
FMA62955	anatomical entity	FJ3172
FMA7477	irregular bone	FJ3169
FMA22559	left soleus	FJ1437M
FMA7574	rib	FJ3236
FMA67165	material anatomical entity	FJ3166
FMA3876	third right anterior branch of anterior interventricular branch of left coronary artery	FJ2647
FMA7477	irregular bone	FJ3174
FMA62955	anatomical entity	FJ3199
FMA9914	vertebra	FJ3171
FMA10474	zone of muscle organ	FJ1467M
FMA9209	third thoracic vertebra	FJ3163
FMA67165	material anatomical entity	FJ3346
FMA50081	branch of middle cerebral artery	FJ1673M
FMA5018	bone organ	FJ3233
FMA67619	organ region	FJ1513
FMA62955	anatomical entity	FJ3344
FMA62955	anatomical entity	FJ1950
FMA85453	head of muscle organ	FJ1478M
FMA62955	anatomical entity	FJ2473
FMA67619	organ region	FJ1931
FMA67135	anatomical structure	FJ3213
FMA67135	anatomical structure	FJ2973
FMA5018	bone organ	FJ3332
FMA67165	material anatomical entity	FJ2645
FMA68222	left anterior segmental bronchial tree	FJ2469
FMA5018	bone organ	FJ3171
FMA67135	anatomical structure	FJ1452M
FMA9139	thoracic vertebra	FJ3160
FMA9411	segmental pulmonary vein	FJ3041
FMA55673	organ with cavitated organ parts	FJ3287
FMA45729	head of organ	FJ1478M
FMA45729	head of organ	FJ1444
FMA67165	material anatomical entity	FJ3299
FMA55671	cavitated organ	FJ3231
FMA7591	costal cartilage	FJ3251
FMA70506	subdivision of internal carotid artery	FJ1729
FMA8391	left ninth rib	FJ3236
FMA67165	material anatomical entity	FJ2650
FMA5018	bone organ	FJ3262
FMA67498	organ	FJ3164
FMA82472	cardinal organ part	FJ1480M
FMA67619	organ region	FJ1443M
FMA62955	anatomical entity	FJ3167
FMA14764	common iliac artery	FJ3464
FMA67135	anatomical structure	FJ1479M
FMA67165	material anatomical entity	FJ2270
FMA67165	material anatomical entity	FJ1426M
FMA67135	anatomical structure	FJ3176
FMA67498	organ	FJ3225
FMA55268	organ zone	FJ1441
FMA61775	physical anatomical entity	FJ1503M
FMA8275	left seventh costal cartilage	FJ3255
FMA67619	organ region	FJ1444
FMA67135	anatomical structure	FJ1554M
FMA38929	left rectus femoris	FJ1433M
FMA13506	intervertebral disk of ninth thoracic vertebra	FJ3208
FMA5018	bone organ	FJ3156
FMA44245	plantar tarsal ligament	FJ1424M
FMA13404	left serratus posterior superior	FJ1542M
FMA67165	material anatomical entity	FJ3384
FMA7474	long bone	FJ3353
FMA67619	organ region	FJ1554M
FMA5018	bone organ	FJ3386
FMA61775	physical anatomical entity	FJ3200
FMA62955	anatomical entity	FJ3205
FMA44323	tributary of femoral vein	FJ3637
FMA7830	seventh rib	FJ3234
FMA66464	systemic artery	FJ3575
FMA13076	fifth lumbar vertebra	FJ3168
FMA7478	pneumatized bone	FJ3199
FMA62955	anatomical entity	FJ3159
FMA78048	subdivision of superior vena caval tree	FJ1996
FMA38491	superficial muscle of posterior compartment of forearm	FJ1487
FMA50722	region of vascular tree organ	FJ3610
FMA62955	anatomical entity	FJ1464
FMA45729	head of organ	FJ1397M
FMA19795	dorsal artery of penis	FJ3497
FMA61775	physical anatomical entity	FJ1914
FMA13898	intervertebral disk of fifth cervical vertebra	FJ3219
FMA9758	innermost intercostal muscle	FJ1454
FMA55671	cavitated organ	FJ3279
FMA62955	anatomical entity	FJ3286
FMA67165	material anatomical entity	FJ1397M
FMA55717	lower secondary premolar tooth	FJ1255
FMA62955	anatomical entity	FJ1377
FMA9914	vertebra	FJ3162
FMA62955	anatomical entity	FJ3348
FMA61775	physical anatomical entity	FJ3393
FMA12846	cardiac vein	FJ2724
FMA67498	organ	FJ3162
FMA67135	anatomical structure	FJ2319
FMA61775	physical anatomical entity	FJ3169
FMA55673	organ with cavitated organ parts	FJ3368
FMA67135	anatomical structure	FJ3381
FMA7592	true rib	FJ3232
FMA55673	organ with cavitated organ parts	FJ3168
FMA67165	material anatomical entity	FJ3237
FMA50573	superior cerebellar artery	FJ1726M
FMA13394	scapula	FJ3279
FMA67498	organ	FJ1505M
FMA86140	organ segment	FJ1970
FMA62955	anatomical entity	FJ3281
FMA34680	clavicular part of right deltoid	FJ1468
FMA61775	physical anatomical entity	FJ3199
FMA50723	vein	FJ2151
FMA67165	material anatomical entity	FJ1474M
FMA55673	organ with cavitated organ parts	FJ3165
FMA8120	eighth rib	FJ3235
FMA61775	physical anatomical entity	FJ1464
FMA24485	patella	FJ3275
FMA55671	cavitated organ	FJ3331
FMA61775	physical anatomical entity	FJ3232
FMA67165	material anatomical entity	FJ1823
FMA67135	anatomical structure	FJ1481
FMA67165	material anatomical entity	FJ1397
FMA23935	middle phalanx of ring finger	FJ3292
FMA55665	nonparenchymatous organ	FJ3223
FMA61775	physical anatomical entity	FJ3288
FMA62955	anatomical entity	FJ3200
FMA9914	vertebra	FJ3175
FMA55671	cavitated organ	FJ3168
FMA50720	artery	FJ1662M
FMA55670	solid organ	FJ3207
FMA9619	muscle of thorax	FJ1454
FMA77883	subdivision of brachiocephalic vein	FJ2274
FMA55268	organ zone	FJ3178
FMA50722	region of vascular tree organ	FJ3121
FMA55268	organ zone	FJ1443
FMA67498	organ	FJ1543M
FMA13894	intervertebral disk of lumbar vertebra	FJ3214
FMA67619	organ region	FJ2664
FMA32559	superficial postvertebral muscle	FJ1543
FMA21496	ligament organ	FJ1329
FMA62955	anatomical entity	FJ3269
FMA78562	set of organ regions	FJ2198
FMA55673	organ with cavitated organ parts	FJ3225
FMA61775	physical anatomical entity	FJ3147
FMA70455	caudate lobe branch of left hepatic artery	FJ3077
FMA67396	articular disk of symphysis	FJ3217
FMA55665	nonparenchymatous organ	FJ1489
FMA82472	cardinal organ part	FJ1521M
FMA67498	organ	FJ2809
FMA67165	material anatomical entity	FJ2096
FMA34687	clavicular part of pectoralis major	FJ1447M
FMA86140	organ segment	FJ2334
FMA31739	segment of bronchial tree	FJ2532
FMA67165	material anatomical entity	FJ3217
FMA22329	left gluteus maximus	FJ1418M
FMA61775	physical anatomical entity	FJ3210
FMA55665	nonparenchymatous organ	FJ3217
FMA67165	material anatomical entity	FJ1669
FMA13894	intervertebral disk of lumbar vertebra	FJ3217
FMA13335	external oblique	FJ1452M
FMA45969	medial head of flexor hallucis brevis	FJ1396
FMA58078	anterior chamber of eyeball	FJ1332
FMA22472	muscle of anterior compartment of leg	FJ1439M
FMA10081	twelfth thoracic vertebra	FJ3156
FMA55107	cartilage organ	FJ3219
FMA5022	muscle organ	FJ1403
FMA37368	muscle of free lower limb	FJ1436M
FMA86187	segment of arterial tree organ	FJ1666M
FMA67135	anatomical structure	FJ3380
FMA67498	organ	FJ3386
FMA67165	material anatomical entity	FJ1493M
FMA50436	superior terminal branch of middle cerebral artery	FJ1670
FMA85453	head of muscle organ	FJ1480M
FMA85453	head of muscle organ	FJ1480
FMA67135	anatomical structure	FJ3210
FMA67619	organ region	FJ1441M
FMA62955	anatomical entity	FJ2265
FMA67165	material anatomical entity	FJ1437M
FMA86187	segment of arterial tree organ	FJ2907
FMA67165	material anatomical entity	FJ3158
FMA7474	long bone	FJ3332
FMA82472	cardinal organ part	FJ2720
FMA55671	cavitated organ	FJ3163
FMA9622	muscle of lower limb	FJ1391M
FMA55670	solid organ	FJ1459M
FMA70436	subdivision of gastroduodenal artery	FJ3596
FMA61775	physical anatomical entity	FJ1436
FMA50358	paracentral branch of left callosomarginal artery	FJ1698M
FMA67135	anatomical structure	FJ1464M
FMA67619	organ region	FJ2896
FMA66464	systemic artery	FJ2143
FMA7477	irregular bone	FJ3162
FMA70487	anterior division of left renal artery	FJ3460
FMA67135	anatomical structure	FJ3204
FMA50439	inferior terminal branch of middle cerebral artery	FJ1729
FMA67165	material anatomical entity	FJ3214
FMA86187	segment of arterial tree organ	FJ2284
FMA55673	organ with cavitated organ parts	FJ3230
FMA67498	organ	FJ3167
FMA62955	anatomical entity	FJ2912
FMA45887	long head of biceps femoris	FJ1395
FMA10446	intervertebral disk	FJ3204
FMA62955	anatomical entity	FJ1452
FMA62955	anatomical entity	FJ3011
FMA67135	anatomical structure	FJ3260
FMA55671	cavitated organ	FJ3342
FMA67165	material anatomical entity	FJ1441M
FMA70247	subdivision of external iliac artery proper	FJ3511
FMA55671	cavitated organ	FJ3309
FMA7592	true rib	FJ3346
FMA62955	anatomical entity	FJ3218
FMA68706	medial branch of right superior segmental artery	FJ2995
FMA67619	organ region	FJ1397
FMA67165	material anatomical entity	FJ3210
FMA50722	region of vascular tree organ	FJ2663
FMA12224	segment of tracheobronchial tree	FJ2459
FMA10446	intervertebral disk	FJ3202
FMA67135	anatomical structure	FJ1433
FMA24442	left pisiform	FJ3276
FMA55673	organ with cavitated organ parts	FJ3236
FMA67498	organ	FJ3379
FMA55673	organ with cavitated organ parts	FJ3269
FMA67619	organ region	FJ1464M
FMA61775	physical anatomical entity	FJ3338
FMA62955	anatomical entity	FJ1479M
FMA7474	long bone	FJ3259
FMA62955	anatomical entity	FJ3273
FMA62955	anatomical entity	FJ2364
FMA86140	organ segment	FJ1677
FMA67135	anatomical structure	FJ3338
FMA62955	anatomical entity	FJ3178
FMA67165	material anatomical entity	FJ3215
FMA9622	muscle of lower limb	FJ1439M
FMA85453	head of muscle organ	FJ1397
FMA67135	anatomical structure	FJ1447M
FMA62955	anatomical entity	FJ2206
FMA82472	cardinal organ part	FJ1512
FMA5018	bone organ	FJ3199
FMA67135	anatomical structure	FJ3341
FMA86140	organ segment	FJ2164
FMA61775	physical anatomical entity	FJ3272
FMA9621	muscle of upper limb	FJ1459
FMA37685	short head of left biceps brachii	FJ1512M
FMA22532	tibialis anterior	FJ1439M
FMA67135	anatomical structure	FJ1283
FMA50720	artery	FJ1697M
FMA67135	anatomical structure	FJ3342
FMA59791	sublingual gland	FJ2765
FMA11336	linea alba	FJ1448
FMA55671	cavitated organ	FJ3275
FMA55107	cartilage organ	FJ3206
FMA13075	fourth lumbar vertebra	FJ3165
FMA7477	irregular bone	FJ3199
FMA67165	material anatomical entity	FJ1464M
FMA62955	anatomical entity	FJ1591
FMA61775	physical anatomical entity	FJ3378
FMA22431	vastus lateralis	FJ1442
FMA61775	physical anatomical entity	FJ3334
FMA61775	physical anatomical entity	FJ3265
FMA82472	cardinal organ part	FJ1444M
FMA67498	organ	FJ3371
FMA61775	physical anatomical entity	FJ3332
FMA61775	physical anatomical entity	FJ3224
FMA62955	anatomical entity	FJ3279
FMA7478	pneumatized bone	FJ3281
FMA67165	material anatomical entity	FJ2343
FMA67619	organ region	FJ1446M
FMA82472	cardinal organ part	FJ1690
FMA7592	true rib	FJ3344
FMA5018	bone organ	FJ3172
FMA67498	organ	FJ3380
FMA5022	muscle organ	FJ1436M
FMA67135	anatomical structure	FJ1483M
FMA5018	bone organ	FJ3387
FMA67165	material anatomical entity	FJ3162
FMA55673	organ with cavitated organ parts	FJ3154
FMA62955	anatomical entity	FJ1796
FMA7830	seventh rib	FJ3346
FMA85453	head of muscle organ	FJ1395
FMA8310	left eighth rib	FJ3235
FMA13895	intervertebral disk of cervical vertebra	FJ3202
FMA25625	nonskeletal ligament	FJ2807
FMA67135	anatomical structure	FJ1505M
FMA67135	anatomical structure	FJ1480
FMA50723	vein	FJ2954
FMA50722	region of vascular tree organ	FJ2166
FMA62955	anatomical entity	FJ1701
FMA9311	subsegmental pulmonary artery	FJ2993
FMA16202	sacrum	FJ3393
FMA61775	physical anatomical entity	FJ2892
FMA67165	material anatomical entity	FJ3392
FMA32555	ascending part of trapezius	FJ1520
FMA61775	physical anatomical entity	FJ1554M
FMA10446	intervertebral disk	FJ3212
FMA21930	external anal sphincter	FJ2548
FMA85453	head of muscle organ	FJ1397M
FMA67498	organ	FJ3166
FMA15431	lateral superior segmental branch of left portal vein	FJ3126
FMA7594	false rib	FJ3332
FMA61775	physical anatomical entity	FJ3371
FMA67165	material anatomical entity	FJ3235
FMA86256	segment of arterial trunk	FJ2169
FMA82472	cardinal organ part	FJ3396
FMA67135	anatomical structure	FJ3222
FMA55673	organ with cavitated organ parts	FJ3366
FMA67619	organ region	FJ2706
FMA55665	nonparenchymatous organ	FJ1504
FMA67498	organ	FJ3175
FMA55268	organ zone	FJ1395
FMA55670	solid organ	FJ3215
FMA86187	segment of arterial tree organ	FJ2291
FMA7260	anterior papillary muscle of right ventricle	FJ2419
FMA3837	first posterior ventricular branch of right coronary artery	FJ2721
FMA5022	muscle organ	FJ1459
FMA10014	ninth thoracic vertebra	FJ3175
FMA61775	physical anatomical entity	FJ3176
FMA55671	cavitated organ	FJ3368
FMA50723	vein	FJ2707
FMA67135	anatomical structure	FJ1507
FMA86187	segment of arterial tree organ	FJ1709
FMA62955	anatomical entity	FJ1439
FMA67135	anatomical structure	FJ3384
FMA82472	cardinal organ part	FJ3570
FMA67135	anatomical structure	FJ3347
FMA67165	material anatomical entity	FJ3169
FMA12224	segment of tracheobronchial tree	FJ2511
FMA5022	muscle organ	FJ2547
FMA55665	nonparenchymatous organ	FJ3219
FMA67165	material anatomical entity	FJ2579
FMA5018	bone organ	FJ3176
FMA62955	anatomical entity	FJ2207
FMA50722	region of vascular tree organ	FJ2985
FMA5018	bone organ	FJ3188
FMA55670	solid organ	FJ3220
FMA62955	anatomical entity	FJ3152
FMA67498	organ	FJ1403M
FMA67165	material anatomical entity	FJ1825
FMA5018	bone organ	FJ3274
FMA67135	anatomical structure	FJ3287
FMA55133	right thyrohyoid membrane	FJ2804
FMA7477	irregular bone	FJ3269
FMA37479	first lumbrical of foot	FJ1383
